r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24
6,1,2,2,3,6,3,1,4,5,2,6,4,6,4,3,1,2,5,2,2,4,2,3
