r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24
3,2,2,1,3,6,3,4,3,3,5,3,4,2,3,3,8,1,9,3,4,4,1,3,4,1,2,3,2,7,4,4,4,1,6,5,2,4,2,2,5,1,3,4,4,1,3,6,1,6,1,4,5,4,3,2,2,1,7,4,4,1,5,4,2,4,1,3,4,4,4,1,2,3,2,1,1,3,4,1,6,4,1,2,3,2,3,4,3,4,4,5,5,5,1,2,3,3,4,3,2,3,5,1,5,3,2,1,3,1,4,5,6,2,2,3,4,1,6,2,2,1,4,4,5,1,2,2,4,1,1,5,5,5,6,1,8,1,1,3,2,3,3,5,5,5,7,1,4,5,4,2,3,4,3,5,5,5,2,5,4,2,1,3,2,2,3,4,1,1,2,2,5,2,3,3,3,1,3,2,4,1,4
